ten,gia,giong_nho,nha_san_xuat,quoc_gia,nong_do,dung_tich,loai_ruou,url
Rượu vang Tây Ban Nha Flor de Muga White 2021,1.969.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,13% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/vang-tay-ban-nha/flor-de-muga-white-2021/
Rượu vang Tây Ban Nha Muga White,803.000 ₫,Grenache Blanc,Bodegas Muga,Vang Tây Ban Nha,13% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/vang-tay-ban-nha/muga-white/
Rượu vang Tây Ban Nha Solaz Verdejo,425.700 ₫,Verdejo,Bodegas Osborne,Vang Tây Ban Nha,12% ABV*,,Rượu Vang Trắng,https://winecellar.vn/vang-tay-ban-nha/solaz-verdejo/
Rượu vang Úc Barramundi Chardonnay,440.000 ₫,Chardonnay,Barramundi,Vang Úc,14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-uc/barramundi-chardonnay/
Rượu vang Ý Cantina Terlano Andrius Sauvignon Blanc,2.266.000 ₫,Sauvignon Blanc,Cantina Terlano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/andrius-sauvignon-blanc/
Rượu Vang Ý Attems Chardonnay,852.500 ₫,Chardonnay,Marchesi Frescobaldi,Vang Ý (Italy),12.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/attems-chardonnay/
Rượu Vang Ý Attems Pinot Grigio,852.500 ₫,Pinot Gris (Pinot Grigio),Marchesi Frescobaldi,Vang Ý (Italy),12.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/attems-pinot-grigio/
Rượu Vang Ý Attems Sauvignon Blanc,852.500 ₫,Sauvignon Blanc,Marchesi Frescobaldi,Vang Ý (Italy),12.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/attems-sauvignon-blanc/
Rượu vang Ý Cantina Terlano Cuvée Terlaner,1.161.600 ₫,Blend,Cantina Terlano,Vang Ý (Italy),13.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/cuvee-terlaner/
Rượu vang Ý Terlaner Cuvée Nova Domus Riserva 2022,2.722.500 ₫,Blend,Cantina Terlano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/terlaner-cuvee-nova-domus-riserva-2022/
Rượu vang Ý Danzante Pinot Grigio,627.000 ₫,Pinot Gris (Pinot Grigio),Marchesi Frescobaldi,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/danzante-pinot-grigio/
Rượu Vang Ý Edda,931.700 ₫,Blend,San Marzano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/san-marzano-edda/
Rượu vang Ý Cantina Terlano Tradition Gewürztraminer,1.161.600 ₫,Gewürztraminer,Cantina Terlano,Vang Ý (Italy),13.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tradition-gewurztraminer/
Rượu vang Ý Cantina Terlano Tradition Pinot Bianco,979.000 ₫,Pinot Bianco,Cantina Terlano,Vang Ý (Italy),13.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tradition-pinot-bianco/
Rượu vang Ý Frescobaldi Pomino Bianco,946.000 ₫,Blend,Marchesi Frescobaldi,Vang Ý (Italy),12.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/pomino-bianco/
Rượu vang Ý Kreuth Chardonnay,1.375.000 ₫,Chardonnay,Cantina Terlano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/kreuth-chardonnay/
Rượu Vang Ý Luccarelli Bianco,435.600 ₫,Blend,Fantini,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/luccarelli-bianco/
Rượu vang Ý Tedeschi Pinot Grigio Delle Venezie,770.000 ₫,Pinot Gris (Pinot Grigio),Tedeschi Wines,Vang Ý (Italy),12.5% ABV*,,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/pinot-grigio-delle-venezie/
Rượu vang Ý Poggio Alle Gazze Dell’ Ornellaia 2020,2.662.000 ₫,Blend,Ornellaia,Vang Ý (Italy),13% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/poggio-alle-gazze-dell-ornellaia/
Rượu vang Ý Cantina Terlano Quarz Sauvignon Blanc 2023,2.882.000 ₫,Sauvignon Blanc,Cantina Terlano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/quarz-sauvignon-blanc-2023/
Rượu vang Ý Quarz Sauvignon Blanc 2022,2.882.000 ₫,Sauvignon Blanc,Cantina Terlano,Vang Ý (Italy),14% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/quarz-sauvignon-blanc-2022/
Rượu vang Ý Remole Bianco Toscana,605.000 ₫,Blend,Marchesi Frescobaldi,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/remole-bianco-toscana/
Rượu vang Ý Tavernello Pinot Grigio Delle Venezie,254.100 ₫,Pinot Gris (Pinot Grigio),Tavernello,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tavernello-pinot-grigio-delle-venezie/
Rượu vang Ý Tavernello Vino Bianco D’italia,231.000 ₫,Trebbiano,Caviro,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tavernello-vino-bianco-ditalia/
Rượu vang Ý Cielo Chardonnay,254.100 ₫,Chardonnay,Cielo e Terra,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/cielo-chardonnay/
Rượu vang Ý Cielo Sauvignon Blanc,363.000 ₫,Sauvignon Blanc,Cielo e Terra,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/cielo-sauvignon-blanc/
Rượu Vang Ý Terre di Mario Bianco,363.000 ₫,Blend,Progetti Agricoli,Vang Ý (Italy),11.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/terre-di-mario-bianco/
Rượu vang Ý Tini Grecanico Pinot Grigio Terre Siciliane,254.100 ₫,Blend,Tini,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tini-grecanico-pinot-grigio/
Rượu vang Ý Tini Trebbiano Chardonnay Rubicone,254.100 ₫,Blend,Tini,Vang Ý (Italy),12% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/tini-trebbiano-chardonnay-rubicone/
Rượu Vang Ý Cantina Terlano Winkl Sauvignon Blanc,1.403.600 ₫,Sauvignon Blanc,Cantina Terlano,Vang Ý (Italy),13.5% ABV*,750ml,Rượu Vang Trắng,https://winecellar.vn/ruou-vang-y/winkl-sauvignon-blanc/
Champagne Barons de Rothschild Blanc de Blancs,3.993.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-blanc-de-blancs/
Champagne Barons de Rothschild Rare Collection Blanc,13.310.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-rare-collection-blanc/
Champagne Barons de Rothschild Rosé,3.751.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-rose/
Champagne Barons de Rothschild Triptyque Millésime 2019,5.493.400 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-triptyque-millesime-2019/
Rượu Vang Sủi Louis Picamelot Crémant De Bourgogne Les Terroirs Brut Nature,1.210.000 ₫,Pinot Noir,Louis Picamelot,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/louis-picamelot-cremant-de-bourgogne-les-terroirs-brut-nature/
Rượu Vang Sủi Louis Picamelot Crémant De Bourgogne Les Terroirs Rose Brut,1.419.000 ₫,Pinot Noir,Louis Picamelot,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/louis-picamelot-cremant-de-bourgogne-les-terroirs-rose-brut/
Rượu Vang Sủi Louis Picamelot Lebeault Cuvée Tradition Blanc De Blancs Brut,748.000 ₫,Chardonnay,Louis Picamelot,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/louis-picamelot-lebeault-cuvee-tradition-blanc-de-blancs-brut/
Champagne Alfred Gratien Brut,2.178.000 ₫,Blend,Champagne Alfred Gratien,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-brut/
Rượu Vang Sủi Gemma Di Luna Moscato Vino Spumante,583.000 ₫,Moscato,Gemma Di Luna,Vang Ý (Italy),7.5,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/gemma-di-luna-moscato-vino-spumante/
Champagne Charles Heidsieck Brut Réserve,2.613.600 ₫,Blend,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-charles-heidsieck-brut-reserve/
Champagne Charles Heidsieck Blanc De Blancs,3.751.000 ₫,Chardonnay,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-charles-heidsieck-blanc-de-blancs/
Champagne Pierre Péters Cuvée De Réserve Blanc de Blancs,2.541.000 ₫,Chardonnay,Champagne Pierre Péters,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-pierre-peters-cuvee-de-reserve-blanc-de-blancs/
Champagne Billecart-Salmon Le Réserve Extra Brut,2.613.600 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-le-reserve-extra-brut/
Champagne Charles Heidsieck Brut Millésimé 2013,5.489.000 ₫,Blend,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-charles-heidsieck-brut-millesime-2013/
Champagne Charles Heidsieck Rosé Millésimé 2012,6.600.000 ₫,Blend,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-charles-heidsieck-rose-millesime-2012/
Rượu Vang Sủi Gemma Di Luna Prosecco Extra Dry,638.000 ₫,Glera,Gemma Di Luna,Vang Ý (Italy),10.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/gemma-di-luna-prosecco-extra-dry/
Rượu vang không cồn Mionetto 0.0% Alcohol Free,498.960 ₫,Glera,Mionetto,Vang Ý (Italy),0% ABV,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/ruou-vang-khong-con-mionetto-0-0-alcohol-free/
Rượu vang không cồn Mionetto Aperitivo Alcohol Free 500ml,427.680 ₫,,Mionetto,Vang Ý (Italy),0% ABV,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/ruou-vang-khong-con-mionetto-aperitivo-alcohol-free-500ml/
Rượu vang sủi Mionetto Prosecco,556.600 ₫,Glera,Mionetto,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/mionetto-prosecco/
Champagne Charles Heidsieck Rosé Millésimé 2008,7.689.000 ₫,Blend,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-charles-heidsieck-rose-millesime-2008/
Champagne Billecart-Salmon Brut Rosé,3.751.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-brut-rose/
Champagne Billecart-Salmon Brut Rosé 1.5L,7.260.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-brut-rose-1500ml/
Champagne Billecart-Salmon Le Rosé Extra Brut,3.751.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-le-rose-extra-brut/
Champagne Fleur de Miraval Exclusivement Rose 3,17.138.000 ₫,Blend,Champagne Fleur de Miraval,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-fleur-de-miraval-exclusivement-rose-3/
Champagne Billecart-Salmon Cuvée Nicolas Francois Brut 2008,7.425.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-cuvee-nicolas-francois-brut-2008/
Champagne Billecart-Salmon Cuvée Nicolas Francois Brut 2008 1.5L,16.632.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-cuvee-nicolas-francois-brut-2008-1500ml/
Champagne Alfred Gratien Brut Millesime 1997,10.890.000 ₫,Blend,Champagne Alfred Gratien,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-brut-millesime-1997/
Champagne Alfred Gratien Brut Millesime 1998,10.890.000 ₫,Blend,Champagne Alfred Gratien,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-brut-millesime-1998/
Champagne Alfred Gratien Brut Rosé,2.178.000 ₫,Blend,Champagne Alfred Gratien,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-brut-rose/
Champagne Alfred Gratien Cuvée Paradis 2015,6.578.000 ₫,Blend,Champagne Alfred Gratien,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-cuvee-paradis/
Rượu Sâm Panh Champagne Philipponnat Clos Des Goisses Extra-Brut 2012,11.253.000 ₫,Blend,Philipponnat,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-philipponnat-clos-des-goisses-extra-brut-2012/
Rượu Sâm Panh Champagne Philipponnat Cuvée 1522 Grand Cru Extra-Brut,5.384.500 ₫,Blend,Philipponnat,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-philipponnat-cuvee-1522-grand-cru-extra-brut/
Rượu Vang Sủi Chartron et Trébuchet Crémant de Bourgogne Chardonnay Brut,798.600 ₫,Chardonnay,Chartron et Trébuchet,Vang Pháp,11.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/chartron-et-trebuchet-cremant-de-bourgogne-chardonnay-brut/
Rượu vang sủi Danzante Prosecco,638.000 ₫,Glera,Marchesi Frescobaldi,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/danzante-prosecco/
Rượu Vang Sủi Freixenet Prosecco,869.000 ₫,Glera,Freixenet,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/freixenet-prosecco/
Rượu Vang Sủi Freixenet Prosecco 1.5L,1.573.000 ₫,Glera,Freixenet,Vang Ý (Italy),11% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/freixenet-prosecco-1500ml/
Rượu Vang Sủi Leonia Pomino Spumante Bianco,1.540.000 ₫,Blend,Marchesi Frescobaldi,Vang Ý (Italy),12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/leonia-pomino-spumante-bianco/
Rượu vang sủi Mionetto Prosecco Rosé,556.600 ₫,Glera,Mionetto,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/mionetto-prosecco-rose/
Rượu Vang Sủi Mr Klups Moscato Spumante (kèm đèn LED),968.000 ₫,Moscato,Vietti,Vang Ý (Italy),7.5 % ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/mr-klups-moscato-spumante-kem-den-led/
Rượu Vang Sủi Mr Klups Moscato Spumante Di Qualita Del Tipo Aromatico Dolce,726.000 ₫,Moscato,Marchesi Frescobaldi,Vang Ý (Italy),7.5 % ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/mr-klups-moscato-spumante-di-qualita-del-tipo-aromatico-dolce/
Rượu Vang Sủi Tavernello Lambrusco Emilia IGT (Rosso Amabile),254.100 ₫,Lambrusco,Tavernello,Vang Ý (Italy),8% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/tavernello-lambrusco-emilia-igt-rosso-amabile/
Rượu Vang Ý Tavernello Organico Spumante Extra Dry,363.000 ₫,Blend,Tavernello,Vang Ý (Italy),11% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/tavernello-spumante-ditalia-extra-dry/
Rượu Vang Ý Vigneti Romio Novebolle Romagna Spumante Extra Dry,363.000 ₫,Blend,Vigneti Romio,Vang Ý (Italy),11.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-y/vigneti-romio-novebolle-romagna-spumante-extra-dry/
Champagne Barons de Rothschild Blanc de Blanc 2008,12.100.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-blanc-de-blanc-2008/
Champagne Barons de Rothschild Concordia Brut,2.613.600 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-concordia-brut/
Champagne Barons de Rothschild Concordia Brut 3L,19.360.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,3L,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-concordia-brut-3l/
Champagne Barons de Rothschild Concordia Brut 6L,38.720.000 ₫,Chardonnay,Champagne Barons de Rothschild,Vang Pháp,,6L,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-concordia-brut-6l/
Rượu sâm panh Champagne Dom Pérignon Brut 2010,25.289.000 ₫,Blend,Champagne Dom Perignon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-dom-perignon-brut-2010/
Champagne Billecart-Salmon Brut Réserve 15L,64.020.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,15L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-brut-reserve-15l/
Champagne Billecart-Salmon Brut Blanc de Blancs,3.751.000 ₫,Chardonnay,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-brut-blanc-de-blancs/
Champagne Billecart-Salmon Brut Blanc de Blancs 1.5L,7.260.000 ₫,Chardonnay,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-brut-blanc-de-blancs-1500ml/
Champagne Billecart-Salmon Le Blanc De Blancs,3.751.000 ₫,Chardonnay,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-le-blanc-de-blancs/
Champagne Billecart-Salmon Brut Nature,2.613.600 ₫,Pinot Meunier,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-brut-nature/
Champagne Billecart-Salmon Brut Nature 1.5L,5.203.000 ₫,Pinot Meunier,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-brut-nature-1500ml/
Champagne Billecart-Salmon Meunier Extra Brut No.3,4.268.000 ₫,Pinot Meunier,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-meunier-extra-brut-no-3/
Champagne Billecart-Salmon Brut Sous Bois,3.751.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-brut-sous-bois/
Champagne Billecart-Salmon Elisabeth Salmon Brut Rosé 2012,8.162.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-elisabeth-salmon-brut-rose-2012/
Champagne Billecart-Salmon Elisabeth Salmon Brut Rosé 2009,7.425.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-elisabeth-salmon-brut-rose-2009/
Champagne Billecart-Salmon Elisabeth Salmon Brut Rosé 2009 1.5L,18.370.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,1.5L,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-elisabeth-salmon-brut-rose-2009-1500ml/
Rượu sâm panh Champagne Billecart-Salmon Extra Brut Vintage 2013,5.060.000 ₫,Blend,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-extra-brut-vintage-2013/
Champagne Billecart-Salmon Le Clos Saint-Hilaire Brut 2005,21.296.000 ₫,Pinot Noir,Champagne Billecart-Salmon,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-billecart-salmon-le-clos-saint-hilaire-brut-2005/
Champagne Billecart-Salmon Louis Salmon Brut Blanc De Blancs 2012,7.700.000 ₫,Chardonnay,Champagne Billecart-Salmon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-louis-salmon-brut-blanc-de-blancs-2012/
Champagne Charles Heidsieck Blanc De Blancs 3L,21.780.000 ₫,Chardonnay,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,3L,Rượu Vang Sủi,https://winecellar.vn/ruou-champagne/champagne-charles-heidsieck-blanc-de-blancs-3l/
Champagne Charles Heidsieck Blanc De Blancs 1981,31.460.000 ₫,Chardonnay,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,750ml,Rượu Vang Sủi,https://winecellar.vn/ruou-vang-phap/champagne-charles-heidsieck-blanc-de-blancs-1981/
